Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Domestic_Gross, USD_Worldwide_Gross 
240,3-May-19,Pokémon: Detective Pikachu,"  $150,000,000 ","  $144,105,346 ","  $428,919,826 "
241,5-Nov-03,The Matrix Revolutions,"  $150,000,000 ","  $139,270,910 ","  $427,300,260 "
242,20-Mar-18,Ready Player One,"  $150,000,000 ","  $137,690,172 ","  $579,055,653 "
243,4-Nov-05,Chicken Little,"  $150,000,000 ","  $135,386,665 ","  $310,043,823 "
244,5-May-06,Mission: Impossible III,"  $150,000,000 ","  $133,501,348 ","  $399,387,745 "
245,15-May-09,Angels & Demons,"  $150,000,000 ","  $133,375,846 ","  $490,875,846 "
246,13-May-04,Troy,"  $150,000,000 ","  $133,298,577 ","  $483,152,040 "
247,1-Jul-10,The Last Airbender,"  $150,000,000 ","  $131,772,187 ","  $319,713,881 "
248,2-Nov-07,Bee Movie,"  $150,000,000 ","  $126,631,277 ","  $287,594,577 "
249,24-Jul-09,G-Force,"  $150,000,000 ","  $119,436,770 ","  $292,817,841 "
250,21-Nov-08,Bolt,"  $150,000,000 ","  $114,053,579 ","  $328,015,029 "
251,24-Nov-21,Encanto,"  $150,000,000 ","  $96,093,622 ","  $231,181,871 "
252,2-Mar-23,Dungeons & Dragons: Honor Among Thieves,"  $150,000,000 ","  $93,549,650 ","  $207,854,947 "
253,28-Mar-12,Wrath of the Titans,"  $150,000,000 ","  $83,670,083 ","  $305,270,083 "
254,16-Nov-07,Beowulf,"  $150,000,000 ","  $82,280,579 ","  $195,080,579 "
255,9-May-12,Dark Shadows,"  $150,000,000 ","  $79,727,149 ","  $245,564,215 "
256,28-Jun-13,White House Down,"  $150,000,000 ","  $73,103,784 ","  $205,440,387 "
257,14-Jul-21,Space Jam: A New Legacy,"  $150,000,000 ","  $70,592,228 ","  $143,315,849 "
258,12-Feb-10,The Wolfman,"  $150,000,000 ","  $62,189,884 ","  $142,634,358 "
259,15-Dec-16,The Great Wall,"  $150,000,000 ","  $45,157,105 ","  $334,486,852 "
260,25-Sep-15,Pan,"  $150,000,000 ","  $35,088,320 ","  $151,525,973 "
261,11-Mar-11,Mars Needs Moms,"  $150,000,000 ","  $21,392,758 ","  $39,549,758 "
262,3-Feb-22,Moonfall,"  $150,000,000 ","  $19,060,660 ","  $59,053,195 "
263,4-Nov-21,Red Notice,"  $150,000,000 ",  $0 ,"  $173,638 "
264,3-Jul-24,Beverly Hills Cop: Axel F,"  $150,000,000 ",  $0 ,  $0 
265,13-Dec-19,6 Underground,"  $150,000,000 ",  $0 ,  $0 
266,3-Nov-06,Flushed Away,"  $149,000,000 ","  $64,665,672 ","  $179,357,126 "
267,20-Nov-24,Wicked,"  $145,000,000 ","  $262,426,000 ","  $359,271,000 "
268,8-Jun-12,Madagascar 3: Europe's Most Wanted,"  $145,000,000 ","  $216,391,482 ","  $746,921,271 "
269,14-Dec-11,Mission: Impossible—Ghost Protocol,"  $145,000,000 ","  $209,397,903 ","  $694,713,230 "
270,5-Jun-14,How to Train Your Dragon 2,"  $145,000,000 ","  $177,002,924 ","  $614,586,270 "
271,16-Jun-99,Tarzan,"  $145,000,000 ","  $171,091,819 ","  $448,191,819 "
272,20-Feb-14,Mr. Peabody & Sherman,"  $145,000,000 ","  $111,506,430 ","  $269,806,430 "
273,20-Nov-12,Rise of the Guardians,"  $145,000,000 ","  $103,412,758 ","  $306,941,670 "
274,8-Apr-05,Sahara,"  $145,000,000 ","  $68,671,925 ","  $121,645,390 "
275,13-Jul-16,Ghostbusters,"  $144,000,000 ","  $128,350,574 ","  $229,008,658 "
276,22-Nov-02,Die Another Day,"  $142,000,000 ","  $160,942,139 ","  $431,942,139 "
277,9-Jul-03,Pirates of the Caribbean: The Curse of the Blac…,"  $140,000,000 ","  $305,410,819 ","  $654,310,819 "
278,8-May-09,Star Trek,"  $140,000,000 ","  $257,730,019 ","  $386,839,614 "
279,1-Jul-98,Armageddon,"  $140,000,000 ","  $201,578,182 ","  $554,600,000 "
280,3-Jul-02,Men in Black 2,"  $140,000,000 ","  $190,418,803 ","  $441,767,803 "
281,22-Jul-11,Captain America: The First Avenger,"  $140,000,000 ","  $176,654,505 ","  $370,569,776 "
282,23-Jan-16,Kung Fu Panda 3,"  $140,000,000 ","  $143,528,619 ","  $520,189,225 "
283,10-Jul-98,Lethal Weapon 4,"  $140,000,000 ","  $130,444,603 ","  $285,400,000 "
284,27-Mar-13,G.I. Joe: Retaliation,"  $140,000,000 ","  $122,523,060 ","  $375,740,705 "
285,5-Dec-03,The Last Samurai,"  $140,000,000 ","  $111,110,575 ","  $456,810,575 "
286,21-Dec-05,Fun with Dick & Jane,"  $140,000,000 ","  $110,550,000 ","  $203,018,919 "
287,5-Dec-14,Exodus: Gods and Kings,"  $140,000,000 ","  $65,014,513 ","  $268,314,513 "
288,30-Jun-16,The BFG,"  $140,000,000 ","  $55,483,770 ","  $199,646,680 "
289,3-Oct-19,Gemini Man,"  $140,000,000 ","  $48,546,770 ","  $166,598,362 "
290,24-Feb-16,Gods of Egypt,"  $140,000,000 ","  $31,153,464 ","  $138,836,756 "
291,Unknown,Desert Warrior,"  $140,000,000 ",  $0 ,  $0 
292,3-May-02,Spider-Man,"  $139,000,000 ","  $404,652,858 ","  $822,652,858 "
293,6-Mar-09,Watchmen,"  $138,000,000 ","  $107,509,799 ","  $186,976,250 "
294,29-Jul-05,Stealth,"  $138,000,000 ","  $32,116,746 ","  $76,416,746 "
295,13-Jun-08,The Incredible Hulk,"  $137,500,000 ","  $134,806,913 ","  $265,573,859 "
296,20-Jun-03,Hulk,"  $137,000,000 ","  $132,177,234 ","  $245,031,679 "
297,11-Jul-01,Final Fantasy: The Spirits Within,"  $137,000,000 ","  $32,131,830 ","  $85,131,830 "
298,14-Nov-12,"The Twilight Saga: Breaking Dawn, Part 2","  $136,200,000 ","  $292,324,737 ","  $829,724,737 "
299,27-Mar-24,Godzilla x Kong: The New Empire,"  $135,000,000 ","  $196,350,016 ","  $568,721,707 "
300,15-Mar-13,The Croods,"  $135,000,000 ","  $187,168,425 ","  $573,068,425 "
301,25-Dec-15,The Revenant," $135,000,000"," $183,637,894"," $532,938,302"
302,19-Nov-99,The World is Not Enough," $135,000,000"," $126,930,660"," $361,730,660"
303,4-Mar-11,Rango," $135,000,000"," $123,477,607"," $245,724,600"
304,14-Nov-03,Master and Commander: The Far Side of the World," $135,000,000"," $93,926,386"," $212,912,137"
305,17-Jul-13,Turbo," $135,000,000"," $83,028,130"," $286,896,578"
306,2-Jun-16,Teenage Mutant Ninja Turtles: Out of the Shadows," $135,000,000"," $82,051,601"," $245,328,374"
307,18-Nov-11,Happy Feet Two," $135,000,000"," $64,006,466"," $157,956,462"
308,28-Jul-06,Miami Vice," $135,000,000"," $63,478,838"," $164,920,076"
309,22-Nov-22,Strange World," $135,000,000"," $39,089,002"," $70,699,728"
310,31-Oct-18,The Nutcracker and the Four Realms," $132,900,000"," $54,858,851"," $170,024,300"
311,24-Jun-05,War of the Worlds," $132,000,000"," $234,280,354"," $606,836,535"
312,26-Nov-14,Penguins of Madagascar," $132,000,000"," $83,350,911"," $366,942,531"
313,15-Nov-13,The Hunger Games: Catching Fire," $130,000,000"," $424,668,047"," $864,808,014"
314,31-May-04,Harry Potter and the Prisoner of Azkaban," $130,000,000"," $249,757,726"," $783,207,960"
315,3-Aug-07,The Bourne Ultimatum," $130,000,000"," $227,471,070"," $444,043,396"
316,3-Jul-18,Ant-Man and the Wasp," $130,000,000"," $216,648,740"," $623,144,660"
317,6-Jun-08,Kung Fu Panda," $130,000,000"," $215,434,591"," $631,910,531"
318,14-Jul-15,Ant-Man," $130,000,000"," $180,202,163"," $518,858,449"
319,19-Mar-15,Home," $130,000,000"," $177,397,510"," $385,997,896"
320,19-Dec-18,Mary Poppins Returns," $130,000,000"," $171,958,438"," $345,606,500"
321,28-Oct-11,Puss in Boots," $130,000,000"," $149,260,504"," $554,987,477"
322,5-Nov-10,Megamind," $130,000,000"," $148,415,853"," $321,887,208"
323,18-Jul-03,Bad Boys II," $130,000,000"," $138,540,870"," $273,271,982"
324,20-Mar-14,Rio 2," $130,000,000"," $131,538,435"," $492,846,291"
325,23-Jul-10,Salt," $130,000,000"," $118,311,368"," $290,650,494"
326,27-Mar-14,Noah," $130,000,000"," $101,200,044"," $352,831,065"
327,28-Oct-11,The Adventures of Tintin," $130,000,000"," $77,591,831"," $373,993,951"
328,31-May-13,After Earth," $130,000,000"," $60,522,097"," $251,499,665"
329,26-Nov-08,Australia," $130,000,000"," $49,554,002"," $215,080,810"
330,19-Jul-13,R.I.P.D.," $130,000,000"," $33,618,855"," $79,076,678"
331,3-Jan-19,How to Train Your Dragon: The Hidden World," $129,000,000"," $160,799,505"," $520,979,901"
332,29-Jul-23,Meg 2: The Trench," $129,000,000"," $82,633,033"," $394,299,160"
333,18-Nov-11,"The Twilight Saga: Breaking Dawn, Part 1"," $127,500,000"," $281,287,133"," $684,436,752"
334,19-May-00,Dinosaur," $127,500,000"," $137,748,063"," $356,148,063"
335,23-Feb-17,Logan," $127,000,000"," $226,277,068"," $614,202,315"
336,18-Dec-14,Night at the Museum: Secret of the Tomb," $127,000,000"," $113,746,621"," $353,756,621"
337,13-Jul-11,Harry Potter and the Deathly Hallows: Part II," $125,000,000"," $381,193,157"," $1,311,024,710"
338,19-Nov-14,The Hunger Games: Mockingjay - Part 1," $125,000,000"," $337,135,885"," $766,575,131"
339,15-Nov-01,Harry Potter and the Sorcerer’s Stone," $125,000,000"," $317,871,467"," $963,190,253"
340,4-Dec-19,Jumanji: The Next Level," $125,000,000"," $316,831,246"," $795,356,912"
341,17-Nov-10,Harry Potter and the Deathly Hallows: Part I," $125,000,000"," $296,837,581"," $943,116,404"
342,6-Dec-23,Wonka," $125,000,000"," $218,402,312"," $628,971,104"
343,19-May-06,The Da Vinci Code," $125,000,000"," $217,536,138"," $767,820,459"
344,30-Apr-03,X-Men 2," $125,000,000"," $214,949,694"," $406,348,630"
345,21-Apr-11,Fast Five," $125,000,000"," $210,031,325"," $629,975,898"
346,8-Aug-14,Teenage Mutant Ninja Turtles," $125,000,000"," $191,204,754"," $485,004,754"
347,16-Dec-11,Sherlock Holmes: A Game of Shadows," $125,000,000"," $186,848,418"," $535,663,443"
348,27-May-04,The Day After Tomorrow," $125,000,000"," $186,740,799"," $555,840,117"
349,17-Mar-17,The Boss Baby," $125,000,000"," $175,003,033"," $527,909,949"
350,1-Apr-10,Clash of the Titans," $125,000,000"," $163,214,888"," $493,214,888"
351,12-Oct-16,Trolls," $125,000,000"," $153,856,089"," $342,831,709"
352,19-May-98,Godzilla," $125,000,000"," $136,314,294"," $376,000,000"
353,30-May-12,Prometheus," $125,000,000"," $126,477,084"," $402,448,265"
354,10-Aug-12,The Bourne Legacy," $125,000,000"," $113,203,870"," $280,355,920"
355,20-Jun-97,Batman & Robin," $125,000,000"," $107,325,195"," $238,317,814"
356,1-Mar-24,The Fall Guy," $125,000,000"," $92,900,355"," $180,978,355"
357,5-Jul-18,Skyscraper," $125,000,000"," $68,420,120"," $304,858,121"
358,3-Jan-20,The Call of the Wild," $125,000,000"," $62,342,368"," $107,351,191"
359,3-Aug-12,Total Recall," $125,000,000"," $58,877,969"," $211,856,088"
360,15-Mar-23,Shazam! Fury of the Gods," $125,000,000"," $57,721,819"," $132,276,175"
361,21-Dec-16,Assassin’s Creed," $125,000,000"," $54,647,948"," $240,759,682"
362,29-Dec-16,Monster Trucks," $125,000,000"," $33,370,166"," $61,642,798"
363,27-Aug-99,The 13th Warrior," $125,000,000"," $32,698,899"," $61,698,899"
364,17-Nov-00,How the Grinch Stole Christmas," $123,000,000"," $261,939,550"," $347,036,128"
365,24-May-00,Mission: Impossible 2," $120,000,000"," $215,409,889"," $549,588,516"
366,30-Jun-00,The Perfect Storm," $120,000,000"," $182,618,434"," $328,711,434"
367,20-Jul-16,Jason Bourne," $120,000,000"," $162,192,920"," $416,168,316"
368,10-Feb-22,Uncharted," $120,000,000"," $148,648,820"," $400,689,914"
369,15-Jun-07,Fantastic Four: Rise of the Silver Surfer," $120,000,000"," $131,921,738"," $289,480,691"
370,21-Nov-12,Life of Pi," $120,000,000"," $124,987,022"," $619,310,368"
371,16-Feb-07,Ghost Rider," $120,000,000"," $115,802,596"," $229,545,589"
372,9-Apr-18,Rampage," $120,000,000"," $101,028,233"," $427,947,217"
373,27-Jun-03,Charlie's Angels: Full Throttle," $120,000,000"," $100,814,328"," $227,163,273"
374,9-Aug-13,Elysium," $120,000,000"," $93,050,117"," $286,192,091"
375,19-Apr-13,Oblivion," $120,000,000"," $89,107,235"," $287,916,633"
376,24-Mar-17,Power Rangers," $120,000,000"," $85,364,450"," $142,531,552"
377,16-Aug-23,Blue Beetle," $120,000,000"," $72,541,501"," $128,777,017"
378,19-Jul-02,Stuart Little 2," $120,000,000"," $64,956,806"," $166,000,000"
379,12-Feb-14,RoboCop," $120,000,000"," $58,607,007"," $242,981,799"
380,11-Jun-04,The Chronicles of Riddick," $120,000,000"," $57,712,751"," $107,212,751"
381,5-Aug-15,The Fantastic Four," $120,000,000"," $56,117,548"," $167,849,187"
382,9-May-08,Speed Racer," $120,000,000"," $43,945,766"," $93,394,462"
383,22-Jul-05,The Island," $120,000,000"," $35,818,913"," $163,018,913"
384,17-Dec-10,How Do You Know?," $120,000,000"," $30,212,620"," $49,628,177"
385,9-Nov-18,Outlaw King," $120,000,000", $0, $0
386,2-Dec-22,Emancipation," $120,000,000", $0, $0
387,23-Jun-10,Knight and Day," $117,000,000"," $76,423,035"," $258,751,370"
388,25-Jan-21,Tang Ren Jie Tan An 3," $117,000,000", $0," $625,136,211"
389,2-Oct-18,Venom," $116,000,000"," $213,511,408"," $856,081,053"
390,19-May-99,Star Wars Ep. I: The Phantom Menace," $115,000,000"," $487,576,624"," $1,046,515,409"
391,19-May-05,Star Wars Ep. III: Revenge of the Sith," $115,000,000"," $380,270,577"," $848,998,877"
392,16-May-02,Star Wars Ep. II: Attack of the Clones," $115,000,000"," $310,676,740"," $656,695,615"
393,2-Nov-01,"Monsters, Inc."," $115,000,000"," $290,149,425"," $560,483,719"
394,26-Jul-13,The Wolverine," $115,000,000"," $132,556,852"," $416,456,852"
395,7-Feb-97,Dante’s Peak," $115,000,000"," $67,163,857"," $178,200,000"
396,6-Apr-16,The Huntsman: Winter’s War," $115,000,000"," $48,003,015"," $165,149,302"
397,14-Jun-02,Windtalkers," $115,000,000"," $40,914,068"," $77,628,265"
398,6-Mar-19,Triple Frontier," $115,000,000", $0, $0
399,4-Jul-08,Astérix aux Jeux Olympiques," $113,500,000"," $999,811"," $132,999,811"
400,24-Dec-10,Gulliver's Travels," $112,000,000"," $42,779,261"," $232,017,848"
401,8-Dec-17,Ferdinand," $111,000,000"," $84,410,380"," $307,491,645"
402,11-May-18,Deadpool 2," $110,000,000"," $324,591,735"," $786,362,370"
403,3-Oct-13,Gravity," $110,000,000"," $274,092,705"," $684,657,731"
404,22-Dec-06,Night at the Museum," $110,000,000"," $250,863,268"," $579,446,407"
405,30-Sep-21,Venom: Let There be Carnage," $110,000,000"," $213,550,366"," $501,546,922"
406,10-Jun-05,Mr. and Mrs. Smith," $110,000,000"," $186,336,279"," $486,124,090"
407,27-May-15,San Andreas," $110,000,000"," $155,190,832"," $456,258,539"
408,29-Jul-11,The Smurfs," $110,000,000"," $142,614,158"," $563,749,323"
409,23-Oct-24,Venom: The Last Dance," $110,000,000"," $137,863,000"," $468,163,000"
410,27-Jun-07,Live Free or Die Hard," $110,000,000"," $134,529,403"," $382,288,147"
411,18-Mar-15,The Divergent Series: Insurgent," $110,000,000"," $130,179,072"," $295,075,882"
412,10-Dec-04,Ocean\'s Twelve," $110,000,000"," $125,531,634"," $362,989,076"
413,19-Dec-97,Tomorrow Never Dies," $110,000,000"," $125,304,276"," $339,504,276"
414,28-Jun-00,The Patriot," $110,000,000"," $113,330,342"," $215,300,000"
415,8-May-24,IF," $110,000,000"," $111,149,917"," $184,672,669"
416,7-Mar-14,300: Rise of an Empire," $110,000,000"," $106,580,051"," $330,780,051"
417,17-Dec-04,The Aviator," $110,000,000"," $102,608,827"," $208,370,892"
418,21-Dec-16,Passengers," $110,000,000"," $100,014,699"," $302,239,672"
419,14-Jan-11,The Green Hornet," $110,000,000"," $98,780,042"," $229,155,503"
420,21-Sep-16,Miss Peregrine’s Home for Peculiar Children," $110,000,000"," $87,242,834"," $295,986,876"
421,7-Oct-11,Real Steel," $110,000,000"," $85,463,309"," $263,880,341"
422,12-Jun-19,Men in Black: International," $110,000,000"," $80,001,807"," $254,310,003"
423,11-Jun-10,The A-Team," $110,000,000"," $77,222,099"," $177,241,171"
424,31-Jul-13,The Smurfs 2," $110,000,000"," $71,017,784"," $348,547,523"
425,9-Mar-16,The Divergent Series: Allegiant," $110,000,000"," $66,184,051"," $172,022,517"
426,12-Jun-09,The Taking of Pelham 123," $110,000,000"," $65,452,312"," $152,364,370"
427,25-Oct-13,Ender’s Game," $110,000,000"," $61,737,191"," $127,983,283"
428,2-Apr-04,Home on the Range," $110,000,000"," $50,026,353"," $76,482,461"
429,1-Jan-97,Speed 2: Cruise Control," $110,000,000"," $48,097,081"," $150,468,000"
430,6-May-05,Kingdom of Heaven," $110,000,000"," $47,398,413"," $218,674,938"
431,23-Mar-17,Ghost in the Shell," $110,000,000"," $40,563,557"," $167,910,690"
432,16-Jun-04,Around the World in 80 Days," $110,000,000"," $24,004,159"," $72,004,159"
433,23-Dec-22,Babylon," $110,000,000"," $16,596,054"," $64,470,244"
434,21-Nov-03,Dr. Seuss’ The Cat in the Hat," $109,000,000"," $101,018,283"," $133,818,283"
435,25-Dec-01,Ali," $109,000,000"," $58,183,966"," $87,683,966"
436,30-Sep-15,The Martian," $108,000,000"," $228,433,663"," $653,609,107"
437,20-Nov-16,Allied," $106,000,000"," $40,098,064"," $119,266,661"
438,16-Jul-04,"I, Robot"," $105,000,000"," $144,801,023"," $348,629,585"
439,17-Dec-99,Stuart Little," $105,000,000"," $140,015,224"," $298,815,224"
440,25-Nov-09,The Princess and the Frog," $105,000,000"," $104,400,899"," $270,997,378"
441,7-Mar-08,"10,000 B.C."," $105,000,000"," $94,784,201"," $269,065,678"
442,1-Jul-16,Ice Age: Collision Course," $105,000,000"," $64,063,008"," $402,156,682"
443,7-Nov-97,Starship Troopers," $105,000,000"," $54,768,952"," $121,099,956"
444,27-Apr-01,Town & Country," $105,000,000"," $6,712,451"," $10,364,769"
445,19-Sep-17,Kingsman: The Golden Circle," $104,000,000"," $100,234,838"," $408,803,696"
446,9-Jun-00,Gone in 60 Seconds," $103,300,000"," $101,643,008"," $232,643,008"
447,1-May-00,Gladiator," $103,000,000"," $187,683,805"," $451,683,599"
448,23-May-13,The Hangover 3," $103,000,000"," $112,200,072"," $362,000,072"
449,9-Mar-18,A Wrinkle in Time," $103,000,000"," $100,478,608"," $133,214,549"
450,1-Jul-09,Public Enemies," $102,500,000"," $97,104,620"," $212,282,709"
451,17-Nov-06,Casino Royale," $102,000,000"," $167,365,000"," $594,420,216"
452,21-Jun-02,Minority Report," $102,000,000"," $132,024,714"," $358,824,714"
453,13-Dec-18,Bumblebee," $102,000,000"," $127,195,589"," $464,731,819"
454,26-Oct-12,Cloud Atlas," $102,000,000"," $27,108,272"," $130,673,154"
455,4-Apr-23,The Super Mario Bros. Movie," $100,000,000"," $574,934,330"," $1,361,575,623"
456,31-May-23,Spider-Man: Across the Spider-Verse," $100,000,000"," $381,593,754"," $681,138,413"
457,20-Jun-24,Despicable Me 4," $100,000,000"," $361,004,205"," $966,504,322"
458,19-Jul-23,Oppenheimer," $100,000,000"," $329,862,540"," $976,837,000"
459,4-Sep-24,Beetlejuice Beetlejuice," $100,000,000"," $294,097,060"," $450,086,561"
460,15-Nov-02,Harry Potter and the Chamber of Secrets," $100,000,000"," $262,233,381"," $874,891,406"
461,2-Jul-91,Terminator 2: Judgment Day," $100,000,000"," $203,464,105"," $515,361,524"
462,5-Jun-24,Bad Boys: Ride or Die," $100,000,000"," $193,573,217"," $400,526,237"
463,22-Mar-23,John Wick: Chapter 4," $100,000,000"," $187,131,806"," $440,320,578"
464,16-Jun-95,Batman Forever," $100,000,000"," $184,031,112"," $336,529,144"
465,27-Jul-01,Planet of the Apes," $100,000,000"," $180,011,740"," $362,211,740"
466,19-Nov-04,National Treasure," $100,000,000"," $173,005,002"," $331,323,410"
467,15-Nov-23,The Hunger Games: The Ballad of Songbirds & Snakes," $100,000,000"," $166,350,594"," $349,048,698"
468,25-Dec-12,Django Unchained," $100,000,000"," $162,805,434"," $449,841,566"
469,25-Dec-19,1917," $100,000,000"," $159,227,644"," $383,710,072"
470,22-Dec-10,Little Fockers," $100,000,000"," $148,438,600"," $310,650,574"
471,15-Jul-94,True Lies," $100,000,000"," $146,282,411"," $365,300,000"
472,2-Nov-07,American Gangster," $100,000,000"," $130,164,645"," $267,985,456"
473,18-Sep-09,Cloudy with a Chance of Meatballs," $100,000,000"," $124,870,275"," $236,827,677"
474,6-Aug-10,The Other Guys," $100,000,000"," $119,219,978"," $170,936,470"
475,17-Dec-04,Lemony Snicket's A Series of Unfortunate Events," $100,000,000"," $118,627,117"," $212,956,024"
476,25-Dec-13,The Wolf of Wall Street," $100,000,000"," $116,949,183"," $389,816,136"
477,20-Mar-24,Ghostbusters: Frozen Empire," $100,000,000"," $113,376,590"," $200,796,241"
478,24-May-13,Epic," $100,000,000"," $107,518,682"," $262,794,441"
479,21-Jun-96,Eraser," $100,000,000"," $101,295,562"," $234,400,000"
480,21-Jun-96,The Hunchback of Notre Dame," $100,000,000"," $100,138,851"," $325,500,000"
481,15-Dec-00,The Emperor's New Groove," $100,000,000"," $89,630,573"," $169,630,573"
482,15-Aug-12,The Expendables 2," $100,000,000"," $85,028,192"," $311,979,256"
483,16-Oct-09,Where the Wild Things Are," $100,000,000"," $77,233,467"," $99,123,656"
484,15-Dec-06,Eragon," $100,000,000"," $75,030,163"," $249,488,115"
485,23-Jul-14,Hercules," $100,000,000"," $72,688,614"," $243,388,614"
486,10-Dec-10,The Tourist," $100,000,000"," $67,631,157"," $278,731,369"
487,24-Nov-99,End of Days," $100,000,000"," $66,889,043"," $212,026,975"
488,25-Dec-19,Spies in Disguise," $100,000,000"," $66,757,013"," $165,124,093"
489,11-Jun-04,The Stepford Wives," $100,000,000"," $59,475,623"," $96,150,482"
490,8-Jun-07,Surf’s Up," $100,000,000"," $58,867,694"," $145,395,745"
491,8-Dec-06,Blood Diamond," $100,000,000"," $57,377,916"," $171,377,916"
492,7-Nov-19,Midway," $100,000,000"," $56,846,802"," $126,787,360"
493,24-Sep-10,Legend of the Guardians: The Owls of Ga'Hoole," $100,000,000"," $55,675,313"," $139,716,717"
494,17-Jun-77,The Deep," $100,000,000"," $50,681,884"," $50,681,884"
495,5-Jun-09,Land of the Lost," $100,000,000"," $49,438,370"," $69,548,641"
496,18-Dec-03,Peter Pan," $100,000,000"," $48,417,850"," $95,255,485"
497,15-Mar-19,Wonder Park," $100,000,000"," $45,216,793"," $115,103,325"
498,23-Jul-04,Catwoman," $100,000,000"," $40,202,379"," $82,078,046"
499,14-Aug-14,The Expendables 3," $100,000,000"," $39,322,544"," $209,461,378"
500,8-Dec-21,West Side Story," $100,000,000"," $38,530,322"," $74,829,369"